% Low Birthweight,# Primary Care Physicians,Primary Care Physicians Rate,% Vaccinated Flu,% Children in Poverty,Infant Mortality Rate,# Uninsured Children,% Uninsured Children,# Food Insecure,% Food Insecure,Segregation index_b,Other Primary Care Provider Rate,Median Household Income,% Enrolled in Free or Reduced Lunch,Population,% Female,% Rural,year,% Broadband Access,% Less Than 18 Years of Age,live_births,kin_DTP_cov,kin_HepA_cov,kin_HepB_cov,kin_polio_cov,kin_varic_cov,Estimated hesitant,Estimated hesitant or unsure,Estimated strongly hesitant,Social Vulnerability Index (SVI),CVAC level of concern for vaccination rollout,other_pc_provider_ratio_numerator,other_pc_provider_ratio_denominator,seg_missing_bool,OH__Low Vulnerability,OH__Moderate Vulnerability,OH__Very High Vulnerability,OH__Very Low Vulnerability,OH__Moderate Concern,OH__Very High Concern,OH__medium,OH__small
7.7080724126,68.0,73.9645,53.0,21.9,5.4035798717,2966,12.616981453,14120,15.3,36.682148979,111.03294,57142,65.594528711,90964,50.773932545,26.626571267,2023,,,,0.9748878923766816,0.9748878923766816,0.9811659192825112,0.9766816143497756,0.979372197309417,0.1065,0.1663,0.0699,0.78,0.9,901.0,1.0,0,0,0,0,0,0,1,0,0
8.5135135135,21.0,29.10038,47.0,24.8,,1017,9.5197978096,10900,15.1,26.785320535,58.99175,43012,56.663710393,77977,41.846954871,45.582882657,2023,,,,0.9458041958041958,0.9388111888111887,0.9527972027972028,0.944055944055944,0.9388111888111887,0.1365,0.206,0.093,0.7,0.9,1695.0,1.0,0,0,0,0,0,0,1,0,0
7.5902566333,7.0,12.18408,47.0,17.7,6.0962333987,2367,16.812273599,6950,13.0,56.774232793,5.01832,65437,68.371351484,59781,50.076111139,61.641013772,2023,,,,0.9614485981308412,0.955607476635514,0.9661214953271028,0.9626168224299064,0.963785046728972,0.1114,0.1704,0.0738,0.83,0.9,19927.0,1.0,0,0,0,1,0,0,1,0,0
9.3111279334,2.0,16.53302,26.0,20.0,,613,16.863823934,1480,12.6,27.420688856,89.33357,58461,56.059938299,11194,49.267464713,27.88515669,2023,,,,0.9378531073446328,0.9322033898305084,0.943502824858757,0.9491525423728814,0.9378531073446328,0.1166,0.1765,0.0789,0.65,0.96,1119.0,1.0,0,0,0,0,0,0,1,1,0
8.0931263858,22.0,61.50233,52.0,19.8,7.1942446043,1082,13.927146351,4460,12.7,42.499055901,78.01398999999999,66601,60.25664528,35891,51.04065086,53.490717124,2023,,,,0.951219512195122,0.948509485094851,0.962059620596206,0.948509485094851,0.9376693766937668,0.1225,0.1864,0.0827,0.73,0.86,1282.0,1.0,0,0,0,0,0,0,1,1,0
5.2062204192,16.0,89.3655,40.0,21.1,,595,13.853317811,2500,13.9,68.022147032,77.87729,53715,56.195244055,17977,49.819213439,33.568733154,2023,,,,0.947136563876652,0.9427312775330396,0.9691629955947136,0.9515418502202644,0.9559471365638766,0.1293,0.1898,0.087,0.55,0.84,1284.0,1.0,0,0,1,0,0,0,1,1,0
8.046875,82.0,29.53029,41.0,29.0,4.8999136947,12155,13.610355291,44480,16.2,77.192857917,69.04402,50865,82.679797615,267945,50.457369983,2.5996388392,2023,,,,0.9884747425208436,0.9825895046591466,0.9950956351152526,0.9916625796959294,0.982099068170672,0.1039,0.1663,0.0674,0.95,0.99,1448.0,1.0,0,0,0,1,0,0,1,0,0
,1.0,67.2495,20.0,24.4,,57,17.647058824,280,18.4,,66.88963,46253,50.49833887,1495,50.969899666,100.0,2023,,,,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.1278,0.1901,0.086,0.27,0.85,1495.0,1.0,1,1,0,0,0,0,1,0,1
6.9915254237,1.0,20.21836,35.0,22.0,,253,20.063441713,840,16.1,31.430706712,101.48163,49282,54.737810488,4927,49.725999594,100.0,2023,,,,0.9852941176470588,0.9558823529411764,1.0,0.9852941176470588,0.9705882352941176,0.1241,0.1883,0.0824,0.7,0.91,985.0,1.0,0,0,0,0,0,0,1,0,1
9.3892433911,4.0,31.86743,50.0,21.0,,368,13.208901651,2340,18.4,20.353131021,54.9839,48117,58.734402852,12731,50.490927657,21.891392686,2023,,,,0.9803921568627452,0.9607843137254902,0.9869281045751634,0.9803921568627452,0.954248366013072,0.1293,0.1898,0.087,0.91,0.93,1819.0,1.0,0,0,0,1,0,0,1,1,0
7.9527135948,8.0,37.8054,48.0,39.4,,527,10.724460724,4080,19.0,,73.83342999999999,37087,86.082474227,20316,44.147469974,34.57576579,2023,,,,0.9695817490494296,0.9961977186311788,0.9961977186311788,0.9657794676806084,0.973384030418251,0.0992,0.1603,0.0642,0.99,0.98,1354.0,1.0,1,0,0,1,0,0,1,1,0
7.2903772233,420.0,67.97711,56.0,7.3,4.139179925,13130,8.0369220976,61070,10.7,37.253358242,81.64522000000001,96653,27.378079956,643026,50.27323934,11.98994982,2023,,,,0.9390838786436644,0.9369422962522308,0.9505056513979774,0.9418203450327186,0.9352766210588936,0.0946,0.1402,0.061,0.2,0.58,1225.0,1.0,0,1,0,0,0,1,0,0,0
7.4371321562,22.0,42.28899,41.0,13.4,,1663,12.900473198,5400,10.8,43.244644874,52.67573,78794,41.408195608,51257,49.556158183,85.861410131,2023,,,,0.9750415973377704,0.9700499168053244,0.978369384359401,0.9767054908485856,0.9733777038269552,0.1134,0.1709,0.0762,0.44,0.78,1898.0,1.0,0,0,1,0,0,0,0,0,0
9.6511627907,2.0,25.35818,25.0,21.6,,422,17.760942761,950,12.1,15.775255237,53.94471,62477,60.727056019,7415,47.943358058,18.129395218,2023,,,,0.9402985074626866,0.9029850746268656,0.9850746268656716,0.9552238805970148,0.9552238805970148,0.1166,0.1765,0.0789,0.65,0.99,1854.0,1.0,0,0,0,0,0,0,1,0,1
6.2408223201,28.0,39.39002,48.0,13.7,5.2299368801,2299,12.767257178,9260,13.6,62.741026339,99.00438,77668,49.338612436,71714,49.606771342,72.107497421,2023,,,,0.9154518950437318,0.9300291545189504,0.9446064139941692,0.9256559766763848,0.922740524781341,0.1293,0.1898,0.087,0.58,0.81,1010.0,1.0,0,0,1,0,0,0,1,0,0
6.4366998578,17.0,36.7242,42.0,21.5,,1228,13.808613516,7040,15.6,72.860862299,65.3951,53485,60.194174757,45875,49.985831063,74.199313697,2023,,,,0.9302832244008714,0.9368191721132898,0.9498910675381264,0.9389978213507624,0.9368191721132898,0.1285,0.1874,0.0874,0.63,0.87,1529.0,1.0,0,0,0,0,0,0,1,0,0
6.0941828255,2.0,22.98322,20.0,19.0,,792,26.568265683,1160,13.4,23.628617078,78.87472,66816,63.653939101,7607,48.968055738,37.327071963,2023,,,,0.911504424778761,0.9292035398230089,0.9557522123893806,0.9203539823008848,0.911504424778761,0.1143,0.1758,0.0766,0.49,0.93,1268.0,1.0,0,0,1,0,0,0,1,0,1
7.5825156111,4.0,20.12579,36.0,22.0,,381,10.571587125,2740,13.8,45.158368077,45.28758,52288,62.476262818,19873,36.728224224,85.14998515,2023,,,,0.9735449735449736,0.9788359788359788,0.9788359788359788,0.9735449735449736,0.9735449735449736,0.1278,0.1901,0.086,0.63,0.97,2208.0,1.0,0,0,0,0,0,0,1,1,0
6.8019093079,12.0,36.44536,38.0,20.6,,1486,15.671799198,4680,14.3,30.298536395,128.27502,49513,70.286123033,31183,50.768046692,50.556689553,2023,,,,0.9668615984405458,0.9649122807017544,0.9844054580896686,0.97270955165692,0.97270955165692,0.1283,0.1937,0.0866,0.89,0.92,780.0,1.0,0,0,0,1,0,0,1,1,0
8.1678437889,35.0,24.44168,52.0,12.0,5.1059484299,4790,11.569489397,16130,12.4,45.533675253,53.24274,73660,52.744870063,157768,50.624334466,48.817610063,2023,,,,0.9575273338940286,0.9478553406223718,0.969722455845248,0.964255677039529,0.9465937762825904,0.1236,0.185,0.0839,0.57,0.77,1878.0,1.0,0,0,1,0,0,0,0,0,0
7.4831298567,1112.0,85.50538,55.0,13.8,4.0891632738,25866,9.0846190859,158120,12.6,49.586314182,119.67936,84519,50.130630438,1305154,49.213196297,5.463522171,2023,,,,0.8904997560465603,0.9200529727469158,0.9416602774099114,0.8953091238586464,0.8902906530982087,0.0916,0.1391,0.0588,0.38,0.69,836.0,1.0,0,1,0,0,0,0,0,0,0
9.4296577947,5.0,41.04079,41.0,31.0,,553,16.581709145,2140,17.2,36.647524804,34.03097,42225,80.792261631,11754,46.29913221,24.669986562,2023,,,,0.9183673469387756,0.9319727891156464,0.9591836734693876,0.9183673469387756,0.91156462585034,0.1143,0.1758,0.0766,0.99,0.99,2939.0,1.0,0,0,0,1,0,0,1,1,0
7.7820003455,110.0,82.57948,47.0,19.3,7.6250856751,3392,11.072302921,22270,16.8,43.970747554,140.69455,53148,56.779282631,130069,47.977611883,10.666920152,2023,,,,0.9666444296197464,0.971314209472982,0.9819879919946632,0.9733155436957972,0.9659773182121414,0.1296,0.2018,0.0855,0.82,0.83,711.0,1.0,0,0,0,1,0,0,1,0,0
8.2987551867,1.0,8.44595,29.0,38.8,,384,11.507341924,2720,22.8,,115.37655,35046,84.809098294,9534,48.825256975,38.032028775,2023,,,,0.984126984126984,1.0,1.0,0.992063492063492,0.992063492063492,0.107,0.1724,0.0705,1.0,1.0,867.0,1.0,1,0,0,1,0,0,1,1,0
