county_name,% Low Birthweight,# Primary Care Physicians,Primary Care Physicians Rate,% Vaccinated Flu,% Children in Poverty,Infant Mortality Rate,# Uninsured Children,% Uninsured Children,# Food Insecure,% Food Insecure,Segregation index_b,Other Primary Care Provider Rate,Other Primary Care Provider Ratio (str),Median Household Income,% Enrolled in Free or Reduced Lunch,Population,% Female,% Rural,year,% Broadband Access,% Less Than 18 Years of Age,mmr_dose_variance,mmr_doses_0_24_months,mmr_doses_2_8_years,mmr_doses_9_17_years,live_births,Estimated hesitant,Estimated hesitant or unsure,Estimated strongly hesitant,Social Vulnerability Index (SVI),SVI Category,CVAC level of concern for vaccination rollout,CVAC Level Of Concern,other_pc_provider_ratio_numerator,other_pc_provider_ratio_denominator
Hale,,11.0,32.928219999999996,37.0,24.6,,1302,14.262241209,4730,14.0,43.217151832,67.16737,1489:1,46589,75.851872712,32754,,,2022,75.881704629,26.619649508,0.0,366.0,399.0,22.5,442,0.1143,0.1758,0.0766,0.93,Very High Vulnerability,0.97,Very High Concern,1489,1
Hall,,,,27.0,36.7,,106,15.844544096,580,19.2,,34.02518,2939:1,36654,78.494623656,2939,,,2022,70.207667732,20.959510037,0.0,22.5,31.0,0.0,21,0.1241,0.1883,0.0824,0.95,Very High Vulnerability,1.0,Very High Concern,2939,1
Hamilton,,8.0,94.55147,23.0,20.9,,359,18.815513627,1430,17.1,,81.80436999999999,1222:1,52840,53.748558247,8557,,,2022,74.26005986,21.339254412,0.0,65.0,102.0,2.5,74,0.1264,0.1929,0.0847,0.61,High Vulnerability,0.78,High Concern,1222,1
Hansford,,3.0,55.56585,45.0,15.4,,402,23.914336704,840,15.2,,75.77193,1320:1,61059,57.337151038,5279,,,2022,75.632060247,29.266906611,0.0,35.5,73.5,7.5,71,0.1241,0.1883,0.0824,0.76,High Vulnerability,0.83,Very High Concern,1320,1
Hardeman,,5.0,127.12942,34.0,23.6,,166,19.168591224,660,16.6,,49.862880000000004,2006:1,63479,81.680440771,4011,,,2022,70.813397129,21.366242832,0.0,34.0,40.0,5.0,38,0.1293,0.1898,0.087,0.73,High Vulnerability,0.96,Very High Concern,2006,1
Hardin,,12.0,20.83261,43.0,12.9,6.2578222778,1643,11.162443101,8850,15.6,72.798951919,60.02916,1666:1,69151,47.208500326,58305,,,2022,83.684160846,24.406140125,0.0,434.0,552.0,24.5,647,0.1338,0.1949,0.0899,0.25,Low Vulnerability,0.81,Very High Concern,1666,1
Harris,,2788.0,59.15145,47.0,23.3,5.9292286292,186257,14.545873422,644710,13.9,50.848828382,104.89098,953:1,61906,68.174797696,4738253,,,2022,86.860208993,26.275718076,0.0,48614.0,59569.0,9077.0,66112,0.1057,0.1669,0.0691,0.72,High Vulnerability,0.79,High Concern,953,1
Harrison,,20.0,30.05124,46.0,21.9,6.8382220623,2196,12.913848868,10430,15.7,45.665664738,64.77269,1544:1,55198,47.736709899,66386,,,2022,72.677320582,24.728105323,0.0,521.0,554.0,32.0,795,0.1276,0.1901,0.0861,0.73,High Vulnerability,0.94,Very High Concern,1544,1
Hartley,,,,40.0,9.1,,257,21.239669421,670,11.8,,,,74686,65.855039638,5443,,,2022,85.097575399,21.091309939,0.0,33.5,41.5,17.5,75,0.1241,0.1883,0.0824,0.53,Moderate Vulnerability,0.74,High Concern,,
Haskell,,3.0,53.022270000000006,38.0,25.6,,162,16.463414634,1040,18.2,5.5975525434,17.37921,5754:1,44847,73.987730061,5754,,,2022,71.97039778,17.257559958,0.0,44.5,48.0,0.0,33,0.1278,0.1901,0.086,0.98,Very High Vulnerability,0.99,Very High Concern,5754,1
Hays,,98.0,42.57334,49.0,9.9,3.6802174159,6390,11.620294599,25610,12.0,49.043805255,61.73223,1620:1,77511,46.116541259,241365,,,2022,87.259527658,22.772150063,0.0,2181.0,2476.0,156.5,3250,0.1018,0.157,0.0664,0.49,Moderate Vulnerability,0.73,High Concern,1620,1
Hemphill,,4.0,104.73946000000001,31.0,14.5,,250,20.576131687,480,12.1,,79.42812,1259:1,65718,40.476190476,3777,,,2022,80.973451327,30.050304474,0.0,27.5,42.0,0.0,30,0.1241,0.1883,0.0824,0.74,High Vulnerability,0.8,Very High Concern,1259,1
Henderson,,25.0,30.216230000000003,52.0,22.6,8.6275762901,2479,13.715834901,13820,17.0,54.833479654,52.51098,1904:1,52660,67.036435786,83792,,,2022,78.896647603,21.202501432,0.0,625.0,802.0,28.5,967,0.1398,0.2105,0.0948,0.72,High Vulnerability,0.9,Very High Concern,1904,1
Hidalgo,,402.0,46.27567,45.0,32.5,4.3081601622,41968,14.877837807,153810,18.0,83.638571377,94.72121,1056:1,46653,85.765984729,875200,,,2022,72.829857552,31.794104205,0.0,9236.0,12807.0,2134.0,14400,0.1074,0.1741,0.0695,0.98,Very High Vulnerability,0.99,Very High Concern,1056,1
Hill,,9.0,24.55729,38.0,20.4,,1179,13.508249313,5450,15.3,47.745960301,45.9385,2177:1,56565,63.524962179,37006,,,2022,81.533526806,22.980057288,0.0,318.0,374.0,17.5,431,0.1248,0.188,0.085,0.87,Very High Vulnerability,0.93,Very High Concern,2177,1
Hockley,,14.0,60.81404,34.0,19.5,,844,13.777342475,3320,14.4,41.846530848,52.35374,1910:1,55469,61.847555924,22921,,,2022,76.756287944,25.932550936,0.0,245.0,270.0,12.5,285,0.1143,0.1758,0.0766,0.9,Very High Vulnerability,0.97,Very High Concern,1910,1
Hood,,29.0,47.045080000000006,51.0,14.8,7.3042684319,1719,12.73805113,7860,13.5,76.495585704,59.81708999999999,1672:1,85449,51.538547611,63527,,,2022,88.119750162,20.594392935,0.0,565.0,629.0,39.0,666,0.1134,0.1689,0.0762,0.26,Low Vulnerability,0.66,High Concern,1672,1
Hopkins,,11.0,29.662390000000002,48.0,18.9,,1374,14.839615509,5640,15.5,54.260671509,96.8523,1033:1,53634,60.256965497,37170,,,2022,82.647624686,24.272262577,0.0,216.0,264.0,15.0,459,0.1283,0.1937,0.0866,0.71,High Vulnerability,0.76,High Concern,1033,1
Houston,,4.0,17.41553,39.0,27.7,,603,13.142981691,4110,17.9,38.683084853,61.30939,1631:1,45989,69.972451791,22835,,,2022,67.342725285,19.483249398,0.0,158.0,202.0,25.0,257,0.1365,0.206,0.093,0.91,Very High Vulnerability,0.97,Very High Concern,1631,1
Howard,,10.0,27.27471,37.0,17.8,,998,12.175186044,5620,15.5,44.230992106,112.2058,891:1,58445,52.832428765,36540,,,2022,79.20556632,21.483305966,0.0,263.0,423.0,7.5,379,0.1235,0.1873,0.0822,0.92,Very High Vulnerability,0.97,Very High Concern,891,1
Hudspeth,,,,26.0,33.1,,231,22.669283611,770,17.3,,,,40666,86.979166667,4906,,,2022,58.828748891,19.832857725,0.0,35.5,70.0,15.0,25,0.1166,0.1765,0.0789,0.98,Very High Vulnerability,0.98,Very High Concern,,
Hunt,,30.0,30.42782,42.0,17.6,7.3944103271,2941,12.153897016,15270,16.2,49.705929091,76.14695999999999,1313:1,53760,58.014697439,99807,,,2022,82.756875819,23.663670885,0.0,1000.0,1200.0,46.0,1475,0.1122,0.1653,0.0743,0.83,Very High Vulnerability,0.87,Very High Concern,1313,1
Hutchinson,,6.0,28.656029999999998,40.0,15.4,,810,14.586709887,3460,16.2,65.519667941,53.19921000000001,1880:1,62536,51.694708608,20677,,,2022,83.163698049,24.858538473,0.0,169.0,227.0,15.0,215,0.1241,0.1883,0.0824,0.66,High Vulnerability,0.86,Very High Concern,1880,1
Irion,,0.0,0.0,45.0,7.4,,49,13.315217391,230,14.1,,0.0,1564:0,73776,35.254237288,1564,,,2022,65.880503145,21.803069054,0.0,12.5,7.5,0.0,18,0.1235,0.1873,0.0822,0.2,Low Vulnerability,0.88,Very High Concern,1564,0
Jack,,4.0,44.767770000000006,37.0,18.4,,364,18.12749004,1390,15.7,,55.21201000000001,1811:1,56028,65.278628291,9056,,,2022,73.745661092,21.643109541,0.0,66.0,82.5,2.5,96,0.1293,0.1898,0.087,0.65,High Vulnerability,0.98,Very High Concern,1811,1
Jackson,,2.0,13.55014,39.0,17.5,,645,16.517285531,2190,14.8,34.328414959,74.05413,1350:1,56101,54.262144821,14854,,,2022,76.401299756,25.380368924,0.0,186.0,200.0,5.0,209,0.1134,0.1709,0.0762,0.68,High Vulnerability,0.93,Very High Concern,1350,1
Jasper,,12.0,33.77523,36.0,24.9,,1020,11.759280609,6340,17.9,64.676083695,67.84452,1474:1,51153,62.576687117,35375,,,2022,73.624772313,23.239575972,0.0,212.0,338.0,7.5,401,0.1428,0.2169,0.0983,0.82,Very High Vulnerability,0.92,Very High Concern,1474,1
Jeff Davis,,1.0,43.97537,22.0,59.7,,17,20.238095238,220,10.0,,45.045049999999996,2220:1,55718,45.833333333,2220,,,2022,63.16851665,6.3063063063,0.0,12.5,7.5,2.5,14,0.1166,0.1765,0.0789,0.36,Low Vulnerability,0.89,Very High Concern,2220,1
Jefferson,,134.0,53.26655,42.0,25.9,8.6384204031,7233,11.73369239,42130,16.6,53.32229461,133.93196,747:1,48808,66.204902868,250127,,,2022,78.405948177,24.240485833,0.0,2141.0,3107.0,331.0,3263,0.1231,0.1913,0.0827,0.86,Very High Vulnerability,0.95,Very High Concern,747,1
Jim Hogg,,1.0,19.23077,33.0,30.5,,146,9.0683229814,970,18.5,,,,41620,84.995663487,5184,,,2022,57.605177994,30.13117284,0.0,32.0,48.5,0.0,52,0.1146,0.1867,0.0742,0.99,Very High Vulnerability,1.0,Very High Concern,,
Jim Wells,,9.0,22.2321,40.0,32.9,4.8959608323,1337,11.739397664,6610,16.1,,76.63404,1305:1,48773,77.417342483,40452,,,2022,65.366759517,27.135864729,0.0,404.0,502.0,17.5,546,0.0992,0.1603,0.0642,0.92,Very High Vulnerability,0.99,Very High Concern,1305,1
Johnson,,77.0,43.79554,48.0,11.7,6.3472563473,6366,13.397310436,21590,12.9,46.219005832,66.82445,1496:1,67382,51.723361751,179575,,,2022,87.914879011,25.79256578,0.0,1575.0,1896.0,91.0,2401,0.1346,0.1961,0.0907,0.51,Moderate Vulnerability,0.73,High Concern,1496,1
Jones,,6.0,29.87601,32.0,21.2,,507,13.970790851,3030,15.2,36.418941016,40.25157,2484:1,47019,61.786508525,19875,,,2022,79.277364506,17.6,0.0,148.0,176.0,5.0,168,0.1278,0.1901,0.086,0.63,High Vulnerability,0.97,Very High Concern,2484,1
Karnes,,4.0,25.63938,44.0,22.9,,482,14.023858016,2040,13.1,31.185464654,38.555460000000004,2594:1,56006,66.381766382,15562,,,2022,69.969244288,21.925202416,0.0,106.0,106.5,2.5,140,0.1134,0.1709,0.0762,0.84,Very High Vulnerability,0.97,Very High Concern,2594,1
Kaufman,,35.0,25.70619,51.0,12.7,5.1059484299,4341,10.998505156,15990,12.9,39.17079701,51.676700000000004,1935:1,76352,52.933961655,143198,,,2022,85.136478324,28.098157795,0.0,1631.0,1925.0,75.0,2768,0.1236,0.185,0.0839,0.57,Moderate Vulnerability,0.77,High Concern,1935,1
Kendall,,41.0,86.44135999999999,49.0,8.6,,1528,13.100137174,5010,11.4,59.826582556,127.77445999999999,783:1,103216,24.493554328,48523,,,2022,92.359185881,22.811862416,0.0,299.0,251.0,27.5,443,0.1008,0.1475,0.0669,0.23,Low Vulnerability,0.47,Moderate Concern,783,1
Kenedy,,0.0,0.0,38.0,13.8,,21,19.626168224,80,14.0,,0.0,379:0,45980,53.424657534,379,,,2022,50.387596899,17.678100264,0.0,0.0,2.5,0.0,,0.0992,0.1603,0.0642,0.73,High Vulnerability,0.99,Very High Concern,379,0
Kent,,0.0,0.0,23.0,12.3,,20,12.121212121,120,19.0,,0.0,786:0,53472,39.053254438,786,,,2022,79.020979021,23.918575064,0.0,17.5,12.5,0.0,,0.1278,0.1901,0.086,0.44,Moderate Vulnerability,0.91,Very High Concern,786,0
Kerr,,47.0,89.35361,50.0,16.5,6.0109289617,1686,16.479327534,7690,14.8,65.610099651,98.35631000000001,1017:1,57425,59.463358338,52869,,,2022,85.731741705,18.7160718,0.0,343.0,472.0,26.0,501,0.1008,0.1475,0.0669,0.7,High Vulnerability,0.6,High Concern,1017,1
Kimble,,4.0,92.22965,30.0,32.7,,126,15.6133829,820,18.7,,136.48772,733:1,47894,67.294520548,4396,,,2022,75.851550585,18.084622384,0.0,25.0,38.5,2.5,45,0.1235,0.1873,0.0822,0.59,Moderate Vulnerability,0.82,Very High Concern,733,1
King,,0.0,0.0,,21.3,,16,21.333333333,40,17.0,,0.0,283:0,78210,24.299065421,283,,,2022,92.222222222,26.855123675,0.0,0.0,5.0,0.0,,0.1143,0.1758,0.0766,0.2,Very Low Vulnerability,0.68,High Concern,283,0
Kinney,,,,22.0,22.7,,93,12.774725275,660,17.9,,54.495909999999995,1835:1,62557,58.391608392,3670,,,2022,59.254237288,19.264305177,0.0,23.5,33.5,0.0,35,0.107,0.1724,0.0705,0.86,Very High Vulnerability,0.98,Very High Concern,1835,1
Kleberg,,13.0,42.37288,34.0,30.0,,822,10.887417219,5390,17.4,45.950692161,49.44294,2023:1,51574,66.904851448,30338,,,2022,78.168761221,24.227041994,0.0,229.0,295.0,15.0,373,0.0992,0.1603,0.0642,0.98,Very High Vulnerability,0.99,Very High Concern,2023,1
Knox,,1.0,27.292579999999997,15.0,24.6,,188,19.183673469,550,15.0,40.805078335,135.75889,737:1,46053,63.751584284,3683,,,2022,78.766140603,26.282921531,0.0,30.0,38.5,0.0,39,0.1278,0.1901,0.086,0.8,High Vulnerability,0.93,Very High Concern,737,1
La Salle,,,,27.0,28.3,,142,9.4919786096,1030,13.9,,119.99999999999999,833:1,45647,89.856169569,7500,,,2022,64.705882353,19.36,0.0,37.5,52.5,0.0,65,0.107,0.1724,0.0705,0.82,Very High Vulnerability,0.97,Very High Concern,833,1
Lamar,,22.0,44.124430000000004,49.0,26.9,7.0609002648,1646,13.635987076,9000,18.1,38.622880279,134.25508,745:1,44688,63.740856844,49905,,,2022,69.957489372,23.729085262,0.0,559.0,644.0,20.0,615,0.1283,0.1937,0.0866,0.84,Very High Vulnerability,0.94,Very High Concern,745,1
Lamb,,5.0,38.78073,33.0,24.5,,606,16.819317236,2020,15.4,28.730108968,62.94255999999999,1589:1,48123,70.881629786,12710,,,2022,70.378240544,27.293469709,0.0,135.0,176.5,12.5,167,0.1143,0.1758,0.0766,0.9,Very High Vulnerability,0.99,Very High Concern,1589,1
Lampasas,,9.0,42.00112,25.0,18.0,,623,12.903893952,3150,15.1,37.154429022,36.71577,2724:1,69051,55.087906233,21789,,,2022,82.104052154,21.630180366,0.0,114.5,136.0,2.5,213,0.1264,0.1929,0.0847,0.54,Moderate Vulnerability,0.88,Very High Concern,2724,1
Lavaca,,14.0,69.46512,41.0,14.5,,736,15.060364232,2790,13.9,27.503020476,74.19865,1348:1,57999,39.453284374,20216,,,2022,78.479251012,23.402255639,0.0,182.0,188.5,12.5,244,0.1134,0.1709,0.0762,0.69,High Vulnerability,0.91,Very High Concern,1348,1
Lee,,4.0,23.2032,49.0,15.0,,584,15.753978959,2170,12.7,34.934938191,28.74059,3479:1,61444,61.162444113,17397,,,2022,79.525897061,21.394493303,0.0,166.0,206.0,17.5,220,0.124,0.188,0.0827,0.68,High Vulnerability,0.88,Very High Concern,3479,1
Leon,,,,44.0,17.9,,878,21.835364337,3070,17.8,38.937516062,28.58286,3499:1,52878,52.31511254,17493,,,2022,72.253912535,22.460412737,0.0,130.5,160.5,15.0,181,0.1225,0.1864,0.0827,0.62,High Vulnerability,0.92,Very High Concern,3499,1
Liberty,,20.0,22.67085,37.0,20.0,6.8758594824,3646,14.895616293,13160,15.7,42.929386067,39.324059999999996,2543:1,61230,72.815932656,91547,,,2022,82.707809024,27.873114357,0.0,1077.0,1271.0,62.5,1517,0.1377,0.2028,0.0929,0.94,Very High Vulnerability,0.97,Very High Concern,2543,1
Limestone,,9.0,38.400819999999996,40.0,19.7,,779,14.883454337,3880,16.6,29.605444415,68.55184,1459:1,53143,73.458586928,23340,,,2022,66.58224795,21.915167095,0.0,176.0,230.0,24.5,273,0.1248,0.188,0.085,0.95,Very High Vulnerability,0.98,Very High Concern,1459,1
Lipscomb,,,,32.0,14.8,,253,29.660023447,470,13.8,,64.28801,1556:1,67775,66.803278689,3111,,,2022,86.269430052,24.847315976,0.0,25.0,39.0,2.5,35,0.1241,0.1883,0.0824,0.46,Moderate Vulnerability,0.87,Very High Concern,1556,1
Live Oak,,1.0,8.19202,34.0,23.8,,431,17.171314741,1890,15.6,,32.45699,3081:1,54031,63.163778647,12324,,,2022,63.777893098,20.05842259,0.0,53.5,79.5,10.0,96,0.1146,0.1867,0.0742,0.69,High Vulnerability,0.95,Very High Concern,3081,1
Llano,,15.0,68.82312,39.0,20.3,,566,16.511085181,3490,16.6,,31.879039999999996,3137:1,60706,62.890825218,21958,,,2022,83.645222013,14.755442208,0.0,156.0,162.5,2.5,195,0.1264,0.1929,0.0847,0.47,Moderate Vulnerability,0.76,High Concern,3137,1
Loving,,0.0,0.0,,11.3,,5,9.2592592593,20,17.8,,0.0,181:0,97491,,181,,,2022,96.774193548,29.281767956,0.0,0.0,2.5,0.0,,0.1166,0.1765,0.0789,0.76,High Vulnerability,0.83,Very High Concern,181,0
Lubbock,,259.0,83.39532,45.0,18.4,5.0146259925,7919,10.430167009,47200,15.5,54.235633017,159.7982,626:1,56477,59.412400587,314772,,,2022,82.484232205,23.554191605,0.0,3197.0,3631.0,96.0,4146,0.109,0.1714,0.0711,0.75,High Vulnerability,0.74,High Concern,626,1
Lynn,,5.0,84.01949,37.0,19.6,,239,14.319952067,980,16.9,,66.39004,1506:1,51003,54.357366771,6025,,,2022,79.399727149,27.070539419,0.0,66.5,63.5,7.5,93,0.1143,0.1758,0.0766,0.89,Very High Vulnerability,0.99,Very High Concern,1506,1
Madison,,2.0,14.00168,43.0,21.6,,528,16.820643517,2010,14.1,51.444791918,27.725789999999996,3607:1,58674,71.133259505,14427,,,2022,75.624256837,21.418174257,0.0,106.0,169.0,7.5,172,0.1225,0.1864,0.0827,0.84,Very High Vulnerability,0.96,Very High Concern,3607,1
Marion,,,,37.0,31.1,,245,13.528437327,1820,18.2,36.851333976,40.16064,2490:1,42024,71.833202203,9960,,,2022,68.643880926,17.991967871,0.0,46.0,55.5,0.0,76,0.1276,0.1901,0.0861,0.69,High Vulnerability,0.97,Very High Concern,2490,1
Martin,,1.0,17.328020000000002,27.0,17.0,,324,17.161016949,600,10.6,,34.3879,2908:1,73367,52.034883721,5816,,,2022,71.951219512,31.654057772,0.0,48.0,77.0,2.5,66,0.1235,0.1873,0.0822,0.42,Moderate Vulnerability,0.89,Very High Concern,2908,1
Mason,,,,36.0,20.1,,234,26.145251397,600,14.4,,69.06077,1448:1,63120,46.499339498,4344,,,2022,77.038369305,20.096685083,0.0,25.0,38.0,5.0,38,0.1235,0.1873,0.0822,0.36,Low Vulnerability,0.81,Very High Concern,1448,1
Matagorda,,14.0,38.20648,36.0,24.0,,1322,13.760799417,6150,16.7,52.085740425,76.24234,1312:1,52241,69.45439515,36725,,,2022,68.287769784,25.927842069,0.0,466.0,536.0,22.5,475,0.1114,0.1704,0.0738,0.91,Very High Vulnerability,0.94,Very High Concern,1312,1
Maverick,,14.0,23.841150000000003,24.0,27.9,6.915813273,2779,14.939253844,10500,18.0,76.775010553,47.96327,2085:1,41324,79.172413793,58378,,,2022,65.381149757,30.598855733,0.0,704.0,826.0,55.5,991,0.107,0.1724,0.0705,0.97,Very High Vulnerability,1.0,Very High Concern,2085,1
McCulloch,,4.0,50.100199999999994,27.0,27.1,,229,12.610132159,1440,17.9,,63.9141,1565:1,47617,65.370231862,7823,,,2022,83.687718185,21.296177937,0.0,46.5,69.0,12.5,99,0.1235,0.1873,0.0822,0.74,High Vulnerability,0.93,Very High Concern,1565,1
McLennan,,196.0,76.37663,50.0,20.7,6.2644246621,6575,10.253251411,39500,15.7,46.871623352,86.24341,1160:1,55148,63.947644203,259730,,,2022,81.572269257,24.326800909,0.0,2620.0,3158.0,123.5,3328,0.1128,0.178,0.0742,0.84,Very High Vulnerability,0.88,Very High Concern,1160,1
McMullen,,0.0,0.0,34.0,12.0,,23,14.649681529,100,12.3,,138.69626,721:1,45927,27.430555556,721,,,2022,77.292576419,20.665742025,0.0,7.5,12.5,0.0,11,0.1146,0.1867,0.0742,0.76,High Vulnerability,0.83,Very High Concern,721,1
Medina,,12.0,23.26303,37.0,17.2,5.9701492537,1450,11.739940086,6050,12.1,69.576250898,21.00921,4760:1,62600,54.668809141,52358,,,2022,79.866065841,22.814087627,0.0,373.0,421.0,20.0,544,0.1146,0.174,0.0756,0.67,High Vulnerability,0.95,Very High Concern,4760,1
Menard,,1.0,46.77268,31.0,34.5,,91,22.580645161,370,17.4,,0.0,2124:0,41477,72.277227723,2124,,,2022,63.47826087,18.455743879,0.0,20.0,20.0,0.0,12,0.1235,0.1873,0.0822,0.59,Moderate Vulnerability,0.97,Very High Concern,2124,0
Midland,,64.0,36.19254,42.0,13.1,5.3123462863,8566,16.212737769,17820,10.6,46.403199697,109.07270999999999,917:1,92117,43.829389387,177863,,,2022,86.817342058,28.918324778,0.0,2177.0,2498.0,123.0,2980,0.1034,0.1564,0.067,0.47,Moderate Vulnerability,0.72,High Concern,917,1
Milam,,2.0,8.057039999999999,45.0,24.0,,765,12.781954887,4080,16.5,22.144518694,68.80363,1453:1,49961,68.870826011,24708,,,2022,73.088297423,23.283956613,0.0,239.0,296.0,15.0,311,0.1225,0.1864,0.0827,0.76,High Vulnerability,0.95,Very High Concern,1453,1
Mills,,1.0,20.52124,21.0,22.8,,187,19.159836066,810,16.5,,61.983470000000004,1613:1,49089,55.86797066,4840,,,2022,76.484018265,20.41322314,0.0,31.0,31.5,2.5,34,0.1264,0.1929,0.0847,0.77,High Vulnerability,0.95,Very High Concern,1613,1
Mitchell,,4.0,46.811,25.0,21.9,,257,14.066776136,1100,12.9,31.043898712,36.57644,2734:1,46156,54.197349043,8202,,,2022,72.426622571,22.055596196,0.0,52.5,95.5,5.0,77,0.1278,0.1901,0.086,0.62,High Vulnerability,0.97,Very High Concern,2734,1
Montague,,6.0,30.27551,31.0,18.2,,668,14.371772806,3440,17.7,,20.03807,4991:1,56012,54.840596666,19962,,,2022,75.806249216,22.517783789,0.0,163.0,207.0,15.0,218,0.1293,0.1898,0.087,0.58,Moderate Vulnerability,0.93,Very High Concern,4991,1
Montgomery,,367.0,60.42236,50.0,10.9,5.0126287158,18670,11.22372914,70560,12.3,48.871364123,77.11331,1297:1,85348,45.358124246,626351,,,2022,91.675051891,25.911350026,0.0,6076.0,6627.0,322.0,8474,0.1086,0.1585,0.0725,0.39,Low Vulnerability,0.67,High Concern,1297,1
Moore,,8.0,38.204390000000004,42.0,14.8,,1261,18.435672515,2500,11.7,47.735483071,33.891740000000006,2951:1,53341,63.243132431,20654,,,2022,84.742453822,31.383751331,0.0,273.0,421.0,64.0,402,0.1241,0.1883,0.0824,0.7,High Vulnerability,0.88,Very High Concern,2951,1
Morris,,2.0,16.144660000000002,41.0,25.1,,333,11.396303901,2220,18.0,18.932481298,40.34536,2479:1,45122,78.012684989,12393,,,2022,81.083172147,22.835471637,0.0,107.0,126.5,7.5,140,0.1283,0.1937,0.0866,0.73,High Vulnerability,0.97,Very High Concern,2479,1
Motley,,0.0,0.0,30.0,27.5,,45,18.218623482,190,15.1,,84.38819,1185:1,46712,69.333333333,1185,,,2022,69.758064516,20.337552743,0.0,17.5,12.5,0.0,11,0.1143,0.1758,0.0766,0.7,High Vulnerability,0.87,Very High Concern,1185,1
Nacogdoches,,46.0,70.54782,48.0,23.5,3.7787701821,1877,12.297713425,12290,18.8,44.837333433,105.01444,952:1,49375,66.7602318,64753,,,2022,82.141805176,23.138696277,0.0,590.0,611.0,25.0,797,0.125,0.1935,0.0836,0.98,Very High Vulnerability,0.9,Very High Concern,952,1
Navarro,,20.0,39.909800000000004,49.0,21.9,6.4462466209,1995,14.700464225,7880,16.1,35.738039361,51.288120000000006,1950:1,50778,71.84841454,50694,,,2022,79.787537838,26.545547797,0.0,499.0,495.0,15.0,731,0.1248,0.188,0.085,0.97,Very High Vulnerability,0.95,Very High Concern,1950,1
Newton,,,,31.0,27.9,,397,14.368440101,2760,19.9,36.053640407,14.909799999999999,6707:1,45769,71.358695652,13414,,,2022,75.019516003,18.838526912,0.0,43.0,87.0,7.5,113,0.1428,0.2169,0.0983,0.72,High Vulnerability,0.96,Very High Concern,6707,1
Nolan,,5.0,33.98124,33.0,24.4,,525,13.338414634,2380,15.9,42.191075469,80.88979,1236:1,41720,62.350722816,14835,,,2022,74.909354605,25.648803505,0.0,153.5,167.0,5.0,176,0.1278,0.1901,0.086,0.89,Very High Vulnerability,0.96,Very High Concern,1236,1
Nueces,,290.0,80.04549,42.0,25.9,5.1223676722,9432,10.332927992,52970,14.7,45.446755603,112.90163,886:1,55727,64.534606205,363148,,,2022,84.219279288,24.16645555,0.0,2647.0,3375.0,963.0,4170,0.1011,0.1589,0.0646,0.84,Very High Vulnerability,0.89,Very High Concern,886,1
Ochiltree,,4.0,40.66694,34.0,14.2,,630,19.786432161,1290,12.7,63.729356667,52.09419,1920:1,71477,59.240849526,9598,,,2022,81.185491006,31.100229214,0.0,83.0,92.0,10.0,104,0.1241,0.1883,0.0824,0.58,Moderate Vulnerability,0.9,Very High Concern,1920,1
Oldham,,,,46.0,28.8,,34,12.546125461,260,12.3,,0.0,2135:0,61013,44.831013917,2135,,,2022,84.674922601,22.201405152,0.0,20.0,29.0,5.0,27,0.1241,0.1883,0.0824,0.43,Moderate Vulnerability,0.72,High Concern,2135,0
Orange,,15.0,17.98647,44.0,21.1,7.4674906656,2490,11.632252639,13830,16.5,75.514927876,47.05712,2125:1,61323,58.892993799,82878,,,2022,86.173582515,24.957165955,0.0,696.0,963.0,58.5,1038,0.1338,0.1949,0.0899,0.58,Moderate Vulnerability,0.86,Very High Concern,2125,1
Palo Pinto,,11.0,37.68543,47.0,20.9,,1020,14.742014742,4920,17.2,70.613260161,54.57026,1833:1,59450,67.691631891,29320,,,2022,82.097929166,23.066166439,0.0,230.0,276.0,25.0,351,0.1134,0.1689,0.0762,0.88,Very High Vulnerability,0.93,Very High Concern,1833,1
Panola,,8.0,34.49168,38.0,19.5,,768,13.726541555,3710,15.9,23.695498432,30.18933,3312:1,51936,53.31302361,23187,,,2022,79.993073193,23.02152068,0.0,138.5,194.0,15.0,262,0.1282,0.1918,0.0871,0.7,High Vulnerability,0.92,Very High Concern,3312,1
Parker,,57.0,39.89418,48.0,9.8,5.048099819,4353,11.700354801,16710,12.5,53.323090932,50.60797,1976:1,88617,33.992865439,148198,,,2022,88.527307625,24.615716811,0.0,1487.0,1771.0,36.5,1931,0.1198,0.1716,0.0811,0.26,Low Vulnerability,0.68,High Concern,1976,1
