county_name,% Low Birthweight,# Primary Care Physicians,Primary Care Physicians Rate,% Vaccinated Flu,% Children in Poverty,Infant Mortality Rate,# Uninsured Children,% Uninsured Children,# Food Insecure,% Food Insecure,Segregation index_b,Other Primary Care Provider Rate,Other Primary Care Provider Ratio (str),Median Household Income,% Enrolled in Free or Reduced Lunch,Population,% Female,% Rural,year,% Broadband Access,% Less Than 18 Years of Age,mmr_dose_variance,mmr_doses_0_24_months,mmr_doses_2_8_years,mmr_doses_9_17_years,live_births,Estimated hesitant,Estimated hesitant or unsure,Estimated strongly hesitant,Social Vulnerability Index (SVI),SVI Category,CVAC level of concern for vaccination rollout,CVAC Level Of Concern,other_pc_provider_ratio_numerator,other_pc_provider_ratio_denominator
Cooke,6.1497326203,13.0,31.40628,45.0,19.3,,1527,15.597548519,5980,14.8,60.594965393,75.7504,1320:1,58060,53.226044589,42244,50.246188808,59.03426386,2023,,,0.0,389.0,554.0,44.0,,0.1317,0.1945,0.0881,0.62,High Vulnerability,0.85,Very High Concern,1320,1
Coryell,8.6995117621,13.0,16.94098,29.0,17.9,7.1075401731,1475,8.5161662818,11480,15.2,36.323802793,55.798269999999995,1792:1,59718,57.453682337,84232,50.010684775,19.423515679,2023,,,0.0,549.0,634.0,23.5,,0.1264,0.1929,0.0847,0.78,High Vulnerability,0.82,Very High Concern,1792,1
Cottle,,0.0,0.0,23.0,34.0,,45,14.657980456,320,19.5,,0.0,1381:0,44590,66.120218579,1381,51.556842867,100.0,2023,,,0.0,10.0,15.0,0.0,,0.1293,0.1898,0.087,0.94,Very High Vulnerability,1.0,Very High Concern,1381,0
Crane,8.9820359281,2.0,41.97272,14.0,17.9,,290,20.265548567,490,10.4,,21.36752,4680:1,63555,54.959053685,4680,49.081196581,10.697142857,2023,,,0.0,43.5,103.0,20.5,,0.1166,0.1765,0.0789,0.47,Moderate Vulnerability,0.93,Very High Concern,4680,1
Crockett,9.1194968553,2.0,56.931400000000004,18.0,22.0,,186,20.43956044,490,14.5,,32.59452,3068:1,53159,53.141361257,3068,49.380704042,22.748050551,2023,,,0.0,30.0,53.5,12.5,,0.1235,0.1873,0.0822,0.69,High Vulnerability,0.9,Very High Concern,3068,1
Crosby,9.3808630394,2.0,35.92599,47.0,36.7,,202,14.03752606,910,15.8,20.604944832,58.75441,1702:1,42728,81.048387097,5106,49.490795143,100.0,2023,,,0.0,60.0,53.5,5.0,,0.1143,0.1758,0.0766,0.94,Very High Vulnerability,0.99,Very High Concern,1702,1
Culberson,7.5471698113,1.0,46.53327,18.0,29.9,,111,22.334004024,430,19.8,,91.19927,1097:1,48217,81.65374677,2193,49.110807114,100.0,2023,,,0.0,25.0,22.5,2.5,,0.1166,0.1765,0.0789,1.0,Very High Vulnerability,1.0,Very High Concern,1097,1
Dallam,6.300630063,5.0,68.74742,30.0,16.4,,605,25.145469659,870,12.0,,153.37422999999998,652:1,70895,56.213017751,7172,47.113775795,23.541697747,2023,,,0.0,47.0,104.5,18.0,,0.1241,0.1883,0.0824,0.55,Moderate Vulnerability,0.92,Very High Concern,652,1
Dallas,8.5008850863,1879.0,71.28527,55.0,20.3,6.3617250733,80404,11.775681498,373560,14.2,51.732681667,137.93237,725:1,63549,73.393637195,2586050,50.418708068,0.6883041916,2023,,,0.0,23450.0,33208.0,6937.0,,0.1078,0.1697,0.0704,0.75,High Vulnerability,0.83,Very High Concern,725,1
Dawson,10.579937304,5.0,38.53862,32.0,27.8,,421,12.623688156,2330,18.1,18.853243491,48.33642,2069:1,43627,72.663066057,12413,44.292274229,16.294368539,2023,,,0.0,116.0,130.5,7.5,,0.1235,0.1873,0.0822,0.95,Very High Vulnerability,1.0,Very High Concern,2069,1
DeWitt,8.371559633,11.0,54.52563000000001,39.0,25.0,,545,11.878814298,3150,15.6,34.693494826,60.247009999999996,1660:1,54279,63.260566651,19918,46.937443518,49.624322038,2023,,,0.0,147.0,194.0,17.5,,0.1134,0.1709,0.0762,0.82,Very High Vulnerability,0.97,Very High Concern,1660,1
Deaf Smith,6.9341474051,2.0,10.94271,34.0,24.1,,970,16.898954704,2000,10.8,,103.66087,965:1,50967,76.957605985,18329,49.811773692,17.711129465,2023,,,0.0,263.0,344.0,57.5,,0.1241,0.1883,0.0824,0.84,Very High Vulnerability,0.9,Very High Concern,965,1
Delta,6.2231759657,1.0,18.69508,40.0,23.3,,172,13.607594937,870,16.5,64.290443611,55.63798,1797:1,50329,65.685164213,5392,50.853115727,100.0,2023,,,0.0,51.0,48.5,0.0,,0.1283,0.1937,0.0866,0.57,Moderate Vulnerability,0.85,Very High Concern,1797,1
Denton,7.3799521099,493.0,53.626360000000005,55.0,7.6,4.2977309677,20866,8.9343135702,96610,11.2,39.352739145,79.01050000000001,1266:1,98027,32.259779109,941647,50.600809008,6.9058305439,2023,,,0.0,7873.0,9400.0,1270.0,,0.0949,0.1412,0.0617,0.22,Low Vulnerability,0.63,High Concern,1266,1
Dickens,11.382113821,1.0,46.72897,35.0,27.4,,65,17.015706806,350,16.2,,57.47126,1740:1,42690,57.575757576,1740,44.08045977,100.0,2023,,,0.0,22.5,28.5,0.0,,0.1143,0.1758,0.0766,0.88,Very High Vulnerability,0.93,Very High Concern,1740,1
Dimmit,7.8651685393,2.0,20.15113,40.0,36.5,,318,11.418312388,2370,23.1,,94.41756,1059:1,41838,82.381413359,8473,51.091703057,39.475790316,2023,,,0.0,106.0,105.5,299.5,,0.107,0.1724,0.0705,1.0,Very High Vulnerability,0.99,Very High Concern,1059,1
Donley,11.304347826,,,21.0,24.7,,101,15.303030303,420,12.5,49.944382647,122.39902,817:1,44353,53.971119134,3268,50.979192166,100.0,2023,,,0.0,17.5,27.5,0.0,,0.1241,0.1883,0.0824,0.45,Moderate Vulnerability,0.82,Very High Concern,817,1
Duval,8.9072543618,,,37.0,43.3,,338,11.707655005,2000,17.9,,51.250510000000006,1951:1,37921,84.007782101,9756,48.626486265,67.042946868,2023,,,0.0,71.0,106.5,2.5,,0.1146,0.1867,0.0742,1.0,Very High Vulnerability,1.0,Very High Concern,1951,1
Eastland,8.2079343365,3.0,16.31499,39.0,25.5,,492,12.484141081,3280,17.9,38.219766167,61.576350000000005,1624:1,47526,59.838472834,17864,49.966412897,60.345477049,2023,,,0.0,147.5,185.0,10.0,,0.1278,0.1901,0.086,0.81,Very High Vulnerability,0.98,Very High Concern,1624,1
Ector,9.0676080859,101.0,60.226240000000004,42.0,22.0,5.5278348498,9453,17.959873846,23160,14.3,37.18280955,97.46044,1026:1,58389,52.976190476,161091,48.850649633,9.4552614308,2023,,,0.0,2132.0,2854.0,327.0,,0.1113,0.171,0.0731,0.79,High Vulnerability,0.88,Very High Concern,1026,1
Edwards,7.0967741935,1.0,52.00208,29.0,32.6,,91,20.823798627,240,12.3,,0.0,1438:0,47573,70.526315789,1438,47.009735744,100.0,2023,,,0.0,20.0,17.5,2.5,,0.107,0.1724,0.0705,0.44,Moderate Vulnerability,0.92,Very High Concern,1438,0
El Paso,8.4655168433,433.0,51.46882,36.0,27.4,4.4294285811,21843,9.6203055701,126370,15.1,50.939678054,94.82146,1055:1,50983,74.378464442,867947,50.206752256,2.1743664811,2023,,,0.0,8358.0,10847.0,4693.0,,0.0965,0.1577,0.0608,0.95,Very High Vulnerability,0.96,Very High Concern,1055,1
Ellis,7.2161642078,79.0,41.19733,53.0,12.4,5.8931377685,7666,14.622794468,19920,11.1,34.379483717,72.52884,1379:1,87698,46.881656512,202678,50.457869132,31.975135352,2023,,,0.0,1985.0,2341.0,117.5,,0.1147,0.169,0.0766,0.39,Low Vulnerability,0.7,High Concern,1379,1
Erath,6.652555186,25.0,57.838240000000006,49.0,20.4,6.160164271,1152,12.42584403,5840,13.8,79.41056646,57.6329,1735:1,51964,51.908525307,43378,50.975148693,46.320929005,2023,,,0.0,375.0,367.0,26.0,,0.1134,0.1689,0.0762,0.63,High Vulnerability,0.87,Very High Concern,1735,1
Falls,9.3510118632,2.0,11.57742,36.0,27.5,,416,11.46953405,3160,18.3,46.251502548,46.20805,2164:1,46173,79.282868526,17313,52.74071507,67.356990932,2023,,,0.0,123.0,213.0,7.5,,0.1248,0.188,0.085,0.98,Very High Vulnerability,0.99,Very High Concern,2164,1
Fannin,8.4288052373,7.0,19.49155,43.0,17.9,,1002,12.757830405,4880,13.9,51.670927777,41.01835,2438:1,56794,53.680365297,36569,46.443709153,70.529264337,2023,,,0.0,270.0,349.0,26.0,,0.1317,0.1945,0.0881,0.58,Moderate Vulnerability,0.86,Very High Concern,2438,1
Fayette,7.6968973747,6.0,23.48612,51.0,15.5,,836,15.690690691,3130,12.4,32.409007585,72.91287,1372:1,64711,52.008686211,24687,50.447604002,67.137737232,2023,,,0.0,127.5,156.5,15.0,,0.124,0.188,0.0827,0.44,Moderate Vulnerability,0.84,Very High Concern,1372,1
Fisher,11.743772242,2.0,52.854119999999995,14.0,21.6,,135,16.148325359,520,13.7,,107.93307999999999,927:1,51362,55.696202532,3706,49.541284404,100.0,2023,,,0.0,30.0,43.5,0.0,,0.1278,0.1901,0.086,0.43,Moderate Vulnerability,0.91,Very High Concern,927,1
Floyd,9.3253968254,3.0,52.891400000000004,32.0,30.5,,227,15.379403794,750,13.0,43.308589608,93.45794,1070:1,43855,77.575757576,5350,49.700934579,53.319888303,2023,,,0.0,46.5,73.0,7.5,,0.1143,0.1758,0.0766,0.83,Very High Vulnerability,0.97,Very High Concern,1070,1
Foard,,0.0,0.0,34.0,31.8,,39,16.810344828,150,12.7,,92.59259,1080:1,42616,75.247524752,1080,52.5,100.0,2023,,,0.0,15.0,25.0,0.0,,0.1293,0.1898,0.087,0.48,Moderate Vulnerability,0.93,Very High Concern,1080,1
Fort Bend,8.6120705326,697.0,83.00524,54.0,8.9,4.1503001556,26374,10.885302736,80400,10.2,46.900561511,82.23387,1216:1,98070,38.981996938,858527,50.710926971,5.5357676703,2023,,,0.0,8136.0,9778.0,1295.0,,0.0795,0.1228,0.0524,0.29,Low Vulnerability,0.54,Moderate Concern,1216,1
Franklin,5.919395466,3.0,27.723869999999998,44.0,22.4,,256,9.9417475728,1290,12.0,58.52548462,38.226299999999995,2616:1,51885,58.930987821,10464,50.162461774,69.12776992,2023,,,0.0,69.0,100.5,15.0,,0.1283,0.1937,0.0866,0.53,Moderate Vulnerability,0.79,High Concern,2616,1
Freestone,7.602739726,6.0,30.1902,39.0,21.2,,632,13.733159496,3360,17.0,16.558711163,50.571459999999995,1977:1,48397,62.382978723,19774,47.886113078,66.476584578,2023,,,0.0,127.0,176.0,7.5,,0.1248,0.188,0.085,0.84,Very High Vulnerability,0.97,Very High Concern,1977,1
Frio,9.7432905484,4.0,19.628049999999998,40.0,33.7,,533,11.347668725,2910,14.5,,92.21089,1084:1,47833,82.887517147,18436,40.285311347,22.181564733,2023,,,0.0,141.5,196.5,22.5,,0.1146,0.174,0.0756,0.99,Very High Vulnerability,0.99,Very High Concern,1084,1
Gaines,5.6283978254,2.0,9.09256,27.0,20.3,,1966,24.072486837,2820,13.4,58.506224066,18.26901,5474:1,58712,60.435267857,21895,48.869604933,63.043478261,2023,,,0.0,187.0,281.0,38.5,,0.1166,0.1765,0.0789,0.68,High Vulnerability,0.99,Very High Concern,5474,1
Galveston,8.5685021015,265.0,76.79178,50.0,16.4,4.7870295957,7401,8.6221559467,47740,14.1,49.523979284,103.36223,967:1,77627,49.239817818,355062,50.683542593,6.1498271595,2023,,,0.0,3026.0,3949.0,311.5,,0.1049,0.1574,0.0689,0.58,Moderate Vulnerability,0.73,High Concern,967,1
Garza,8.8019559902,1.0,16.072,38.0,26.7,,142,14.639175258,1020,16.9,67.88125879,34.112230000000004,2932:1,43890,71.444201313,5863,34.129285349,22.334004024,2023,,,0.0,40.5,49.0,15.0,,0.1143,0.1758,0.0766,0.72,High Vulnerability,0.96,Very High Concern,2932,1
Gillespie,8.1187010078,34.0,126.11276,57.0,14.8,,967,17.569040698,3470,13.0,,76.93153,1300:1,71594,49.115164715,27297,51.306004323,53.653822925,2023,,,0.0,163.0,202.0,25.0,,0.1008,0.1475,0.0669,0.36,Low Vulnerability,0.61,High Concern,1300,1
Glasscock,,0.0,0.0,47.0,10.3,,102,26.424870466,190,13.3,,0.0,1149:0,116958,27.986348123,1149,45.953002611,100.0,2023,,,0.0,22.5,17.5,0.0,,0.1235,0.1873,0.0822,0.18,Very Low Vulnerability,0.81,Very High Concern,1149,0
Goliad,8.1027667984,,,47.0,24.3,,208,12.991880075,1070,14.1,28.449901725,13.960630000000002,7163:1,58937,50.355731225,7163,50.20242915,100.0,2023,,,0.0,46.5,75.0,2.5,,0.1134,0.1709,0.0762,0.58,Moderate Vulnerability,0.97,Very High Concern,7163,1
Gonzales,8.8122605364,7.0,33.41608,44.0,23.1,,896,15.799682596,2740,13.1,30.735924734,71.27947,1403:1,48164,78.357463804,19641,49.39157884,65.279951532,2023,,,0.0,202.0,220.5,20.0,,0.1134,0.1709,0.0762,0.9,Very High Vulnerability,0.98,Very High Concern,1403,1
Gray,7.1428571429,8.0,36.937850000000005,47.0,23.6,,908,16.506089802,3470,15.7,64.78755446,61.816449999999996,1618:1,45530,61.803781298,21030,45.468378507,19.387619259,2023,,,0.0,184.0,220.0,15.0,,0.1241,0.1883,0.0824,0.84,Very High Vulnerability,0.95,Very High Concern,1618,1
Grayson,7.9365079365,62.0,44.82425,52.0,14.8,6.3785823376,4350,12.890416642,19450,14.6,39.24153424,94.73503,1056:1,62678,54.599831508,139336,50.938020325,43.150475277,2023,,,0.0,1190.0,1583.0,146.0,,0.1317,0.1945,0.0881,0.66,High Vulnerability,0.79,High Concern,1056,1
Gregg,8.7272127361,111.0,89.35112,48.0,21.6,7.5115870225,4178,13.096768126,20810,16.8,36.246509745,167.47047,597:1,57608,65.590405904,124201,51.043872433,13.36235932,2023,,,0.0,1080.0,1217.0,68.5,,0.1265,0.1924,0.0851,0.88,Very High Vulnerability,0.79,High Concern,597,1
Grimes,9.0909090909,8.0,27.014250000000004,50.0,21.7,,952,14.432989691,4270,15.0,47.244025185,29.71572,3365:1,52540,65.738036396,30287,45.260342721,68.903172455,2023,,,0.0,254.0,334.0,23.5,,0.1225,0.1864,0.0827,0.86,Very High Vulnerability,0.9,Very High Concern,3365,1
Guadalupe,8.0744374367,51.0,29.89309,40.0,12.5,5.3183169091,3711,8.4875237289,18060,11.1,44.61007155,51.40197,1945:1,80145,41.107765969,177036,50.229896744,26.16225586,2023,,,0.0,1621.0,1771.0,95.0,,0.1024,0.1543,0.0667,0.43,Moderate Vulnerability,0.77,High Concern,1945,1
Hale,8.5445094217,10.0,30.53062,37.0,28.1,,1101,12.443490054,4680,14.0,49.51778371,74.48790000000001,1343:1,47373,75.563232202,32220,47.172563625,23.099826317,2023,,,0.0,346.0,433.0,35.5,,0.1143,0.1758,0.0766,0.93,Very High Vulnerability,0.97,Very High Concern,1343,1
Hall,10.179640719,,,27.0,42.3,,89,14.262820513,510,17.0,,35.14938,2845:1,34766,81.715575621,2845,49.912126538,100.0,2023,,,0.0,25.0,20.0,2.5,,0.1241,0.1883,0.0824,0.95,Very High Vulnerability,1.0,Very High Concern,2845,1
Hamilton,8.040201005,8.0,93.49071,25.0,22.8,,316,16.889363976,1440,17.1,,97.21715999999999,1029:1,53759,52.56869773,8229,50.22481468,64.377128097,2023,,,0.0,41.5,55.0,2.5,,0.1264,0.1929,0.0847,0.61,High Vulnerability,0.78,High Concern,1029,1
Hansford,6.6413662239,3.0,56.828939999999996,45.0,16.7,,406,25.438596491,600,11.1,,58.150800000000004,1720:1,57692,55.938416422,5159,48.885442915,40.334936754,2023,,,0.0,45.0,81.5,5.0,,0.1241,0.1883,0.0824,0.76,High Vulnerability,0.83,Very High Concern,1720,1
Hardeman,4.3795620438,5.0,124.65719,37.0,26.3,,188,21.33938706,600,15.2,,84.45946,1184:1,45677,76.326530612,3552,49.408783784,100.0,2023,,,0.0,35.0,38.5,5.0,,0.1293,0.1898,0.087,0.73,High Vulnerability,0.96,Very High Concern,1184,1
Hardin,8.9017102823,10.0,17.15119,46.0,15.1,6.2578222778,1706,11.509141199,9210,16.1,66.330426643,57.92217,1726:1,67183,46.534464677,56973,50.566057606,51.547542784,2023,,,0.0,499.0,681.0,22.5,,0.1338,0.1949,0.0899,0.25,Low Vulnerability,0.81,Very High Concern,1726,1
Harris,8.7783547757,2788.0,58.84025,51.0,23.0,5.9292286292,161681,12.748343979,695310,14.9,50.439585496,114.57203,873:1,63539,69.079986136,4728030,50.20824741,1.2132803285,2023,,,0.0,50878.0,61695.0,13745.0,,0.1057,0.1669,0.0691,0.72,High Vulnerability,0.79,High Concern,873,1
Harrison,8.479741843,21.0,31.63318,45.0,20.0,6.8382220623,2012,12.12632594,10630,16.0,41.23539529,66.52205,1503:1,56645,51.609815524,69150,50.856109906,56.054303607,2023,,,0.0,546.0,628.0,66.0,,0.1276,0.1901,0.0861,0.73,High Vulnerability,0.94,Very High Concern,1503,1
Hartley,6.9506726457,,,47.0,8.2,,224,18.436213992,610,10.9,,,,71332,59.027777778,5397,39.003149898,57.258330584,2023,,,0.0,38.5,42.5,12.5,,0.1241,0.1883,0.0824,0.53,Moderate Vulnerability,0.74,High Concern,,
Haskell,8.8414634146,3.0,52.13764,38.0,27.4,,154,14.864864865,870,15.3,10.907424381,18.48087,5411:1,43546,68.414322251,5411,46.220661615,47.61824038,2023,,,0.0,25.0,44.5,5.0,,0.1278,0.1901,0.086,0.98,Very High Vulnerability,0.99,Very High Concern,5411,1
Hays,6.9996640161,103.0,42.67396,52.0,12.6,3.6802174159,6222,10.848982581,26660,12.0,51.110830383,66.95457999999999,1494:1,79336,43.315629169,255397,50.197144054,31.712145226,2023,,,0.0,2599.0,2903.0,276.0,,0.1018,0.157,0.0664,0.49,Moderate Vulnerability,0.73,High Concern,1494,1
Hemphill,4.8991354467,4.0,105.90415999999999,35.0,14.9,,248,20.735785953,500,12.9,,122.28676000000002,818:1,65387,44.811858609,3271,50.290431061,26.95035461,2023,,,0.0,27.0,30.0,0.0,,0.1241,0.1883,0.0824,0.74,High Vulnerability,0.8,Very High Concern,818,1
Henderson,7.6177068669,27.0,32.22265,52.0,22.7,8.6275762901,2134,11.777041943,13710,16.7,52.683585114,53.78465,1859:1,50348,68.687435682,83667,50.83724766,60.110528192,2023,,,0.0,610.0,734.0,27.5,,0.1398,0.2105,0.0948,0.72,High Vulnerability,0.9,Very High Concern,1859,1
Hidalgo,8.6074300215,406.0,46.3894,47.0,37.6,4.3081601622,41304,14.839831568,164720,19.1,80.255526351,102.79932,973:1,44260,85.880367608,880356,50.671660101,5.1386929524,2023,,,0.0,10505.0,13197.0,2562.0,,0.1074,0.1741,0.0695,0.98,Very High Vulnerability,0.99,Very High Concern,973,1
Hill,7.9505300353,9.0,24.32038,40.0,21.3,,1184,13.587330732,5370,14.9,41.380210643,49.354279999999996,2026:1,52495,61.761919798,36471,49.787502399,76.266066289,2023,,,0.0,318.0,399.0,20.0,,0.1248,0.188,0.085,0.87,Very High Vulnerability,0.93,Very High Concern,2026,1
Hockley,9.2833092833,14.0,61.07936,37.0,22.8,,856,14.016702145,3390,14.7,41.795146612,70.21486,1424:1,51078,64.010338143,21363,50.156813182,39.847394811,2023,,,0.0,254.0,299.0,15.0,,0.1143,0.1758,0.0766,0.9,Very High Vulnerability,0.97,Very High Concern,1424,1
Hood,7.0512820513,27.0,42.50161,52.0,16.1,7.3042684319,1559,11.453971053,7780,13.0,78.755296044,73.18364,1366:1,68911,52.990591398,64222,50.928030893,32.845531632,2023,,,0.0,473.0,647.0,55.0,,0.1134,0.1689,0.0762,0.26,Low Vulnerability,0.66,High Concern,1366,1
Hopkins,7.2887213321,10.0,26.903419999999997,49.0,20.6,,1296,14.007782101,5170,14.1,47.409821557,96.74558999999999,1034:1,56680,60.551948052,37211,50.595254092,59.62572168,2023,,,0.0,343.0,412.0,20.0,,0.1283,0.1937,0.0866,0.71,High Vulnerability,0.76,High Concern,1034,1
Houston,9.5457537854,4.0,17.51697,42.0,28.8,,463,10.425579824,3880,16.9,41.141908874,71.93921,1390:1,45603,70.635910224,22241,46.126523088,73.487274566,2023,,,0.0,139.0,161.5,20.0,,0.1365,0.206,0.093,0.91,Very High Vulnerability,0.97,Very High Concern,1390,1
Howard,9.7485253027,10.0,27.36727,36.0,19.4,,945,11.800699301,5840,16.1,47.882369016,117.20581,853:1,55842,56.391382406,34128,42.123769339,20.064549297,2023,,,0.0,283.0,397.0,17.5,,0.1235,0.1873,0.0822,0.92,Very High Vulnerability,0.97,Very High Concern,853,1
Hudspeth,10.526315789,,,21.0,34.8,,218,22.614107884,850,18.1,,0.0,3287:0,38904,88.013136289,3287,46.273197444,100.0,2023,,,0.0,34.5,71.5,10.0,,0.1166,0.1765,0.0789,0.98,Very High Vulnerability,0.98,Very High Concern,3287,0
Hunt,8.6433394721,29.0,29.056079999999998,43.0,17.6,7.3944103271,2734,11.283532811,14620,15.2,49.665821138,72.53806,1379:1,58326,57.242331818,103394,50.50583206,56.631332072,2023,,,0.0,1095.0,1277.0,100.0,,0.1122,0.1653,0.0743,0.83,Very High Vulnerability,0.87,Very High Concern,1379,1
Hutchinson,8.803728638,5.0,24.181459999999998,44.0,17.5,,745,13.967004124,3140,14.9,72.830580163,63.430099999999996,1577:1,56646,50.609756098,20495,49.212002928,22.564334086,2023,,,0.0,151.0,219.0,12.5,,0.1241,0.1883,0.0824,0.66,High Vulnerability,0.86,Very High Concern,1577,1
Irion,11.538461538,0.0,0.0,45.0,12.4,,59,16.388888889,200,13.1,,0.0,1552:0,69966,41.486068111,1552,49.484536082,100.0,2023,,,0.0,22.5,20.0,0.0,,0.1235,0.1873,0.0822,0.2,Low Vulnerability,0.88,Very High Concern,1552,0
Jack,7.2900158479,5.0,55.21201000000001,35.0,20.6,,292,14.476945959,1420,15.9,,68.87052,1452:1,51846,65.995115995,8712,43.721303949,53.217602831,2023,,,0.0,65.5,91.5,5.0,,0.1293,0.1898,0.087,0.65,High Vulnerability,0.98,Very High Concern,1452,1
Jackson,7.2108843537,2.0,13.46439,40.0,18.1,,587,15.097736626,2190,14.8,35.973896055,72.74651,1375:1,60666,52.333759591,15121,49.990080021,61.818827709,2023,,,0.0,171.5,207.0,2.5,,0.1134,0.1709,0.0762,0.68,High Vulnerability,0.93,Very High Concern,1375,1
Jasper,8.4089323098,12.0,33.92226,40.0,32.2,,967,11.594724221,6970,19.6,53.342158311,81.88021,1221:1,50038,65.382567016,32975,50.147081122,78.185382246,2023,,,0.0,243.0,333.0,17.5,,0.1428,0.2169,0.0983,0.82,Very High Vulnerability,0.92,Very High Concern,1221,1
Jeff Davis,9.2592592593,1.0,45.045049999999996,20.0,57.1,,20,31.25,350,15.7,,51.30836,1949:1,56149,45.25862069,1949,49.615187276,100.0,2023,,,0.0,17.5,10.0,0.0,,0.1166,0.1765,0.0789,0.36,Low Vulnerability,0.89,Very High Concern,1949,1
Jefferson,10.308434918,129.0,51.5738,46.0,27.0,8.6384204031,7432,12.279223461,46070,18.2,56.477132093,139.53268,717:1,55575,69.418019693,253704,48.458045596,8.4020089348,2023,,,0.0,2568.0,3291.0,418.0,,0.1231,0.1913,0.0827,0.86,Very High Vulnerability,0.95,Very High Concern,717,1
Jim Hogg,7.9766536965,1.0,19.29012,38.0,37.1,,181,11.536010198,1020,19.7,,,,37454,87.04028021,4801,48.052489065,17.396226415,2023,,,0.0,34.5,40.5,0.0,,0.1146,0.1867,0.0742,0.99,Very High Vulnerability,1.0,Very High Concern,,
Jim Wells,10.414114188,10.0,24.720660000000002,43.0,29.3,4.8959608323,1274,11.431135038,7420,18.2,78.561748264,102.96805,971:1,43852,78.986915404,38847,50.353952686,40.085214751,2023,,,0.0,390.0,512.0,15.0,,0.0992,0.1603,0.0642,0.92,Very High Vulnerability,0.99,Very High Concern,971,1
Johnson,6.8209583277,78.0,43.43589,49.0,12.8,6.3472563473,6538,13.608642258,22190,12.9,44.900670064,72.61854,1377:1,76226,49.06062587,187280,49.832870568,37.874170167,2023,,,0.0,1522.0,1948.0,109.5,,0.1346,0.1961,0.0907,0.51,Moderate Vulnerability,0.73,High Concern,1377,1
Jones,7.5825156111,4.0,20.12579,36.0,22.0,,381,10.571587125,2740,13.8,45.158368077,45.28758,2208:1,52288,62.476262818,19873,36.728224224,85.14998515,2023,,,0.0,132.0,181.5,10.0,,0.1278,0.1901,0.086,0.63,High Vulnerability,0.97,Very High Concern,2208,1
Karnes,8.2516339869,4.0,25.70364,45.0,25.0,,427,12.154853402,2060,13.2,42.071679251,33.88911,2951:1,48470,65.744203441,14754,41.62938864,38.390447922,2023,,,0.0,92.5,140.0,10.0,,0.1134,0.1709,0.0762,0.84,Very High Vulnerability,0.97,Very High Concern,2951,1
Kaufman,8.1678437889,35.0,24.44168,52.0,12.0,5.1059484299,4790,11.569489397,16130,12.4,45.533675253,53.24274,1878:1,73660,52.744870063,157768,50.624334466,48.817610063,2023,,,0.0,2238.0,2396.0,152.5,,0.1236,0.185,0.0839,0.57,Moderate Vulnerability,0.77,High Concern,1878,1
Kendall,7.6547842402,41.0,84.49601,53.0,9.2,,1470,12.518095887,4700,10.3,,132.51261,755:1,102832,23.795791947,46788,50.414636232,58.159233762,2023,,,0.0,353.0,431.0,32.0,,0.1008,0.1475,0.0669,0.23,Low Vulnerability,0.47,Moderate Concern,755,1
Kenedy,,0.0,0.0,36.0,23.4,,29,39.726027397,40,10.9,,0.0,340:0,42379,52.808988764,340,48.235294118,100.0,2023,,,0.0,10.0,7.5,0.0,,0.0992,0.1603,0.0642,0.73,High Vulnerability,0.99,Very High Concern,340,0
Kent,,0.0,0.0,25.0,15.8,,28,14.893617021,100,14.1,,0.0,749:0,54154,38.636363636,749,47.396528705,100.0,2023,,,0.0,2.5,5.0,0.0,,0.1278,0.1901,0.086,0.44,Moderate Vulnerability,0.91,Very High Concern,749,0
Kerr,8.3084442031,45.0,85.11604,53.0,20.1,6.0109289617,1484,14.706173818,7690,14.7,61.072780424,116.62685,857:1,60834,58.270398341,53161,51.511446361,41.102267003,2023,,,0.0,332.0,422.0,23.5,,0.1008,0.1475,0.0669,0.7,High Vulnerability,0.6,High Concern,857,1
Kimble,8.3591331269,4.0,90.99181,30.0,32.1,,122,14.950980392,730,16.8,,114.54754000000001,873:1,48671,65.442404007,4365,50.652920962,44.302148904,2023,,,0.0,37.0,35.5,2.5,,0.1235,0.1873,0.0822,0.59,Moderate Vulnerability,0.82,Very High Concern,873,1
King,,0.0,0.0,,14.5,,22,27.848101266,60,23.2,,0.0,258:0,74890,21.25984252,258,47.674418605,100.0,2023,,,0.0,0.0,10.0,0.0,,0.1143,0.1758,0.0766,0.2,Very Low Vulnerability,0.68,High Concern,258,0
Kinney,6.7226890756,,,28.0,24.7,,109,15.013774105,600,16.2,,63.89776,1565:1,50567,64.161849711,3130,44.313099042,20.455808783,2023,,,0.0,25.0,31.5,0.0,,0.107,0.1724,0.0705,0.86,Very High Vulnerability,0.98,Very High Concern,1565,1
Kleberg,8.2252559727,13.0,42.85055,42.0,32.0,,849,11.300412618,5490,17.9,49.461018366,52.22783999999999,1915:1,49226,70.935765266,30635,49.198629019,18.870278532,2023,,,0.0,286.0,375.0,7.5,,0.0992,0.1603,0.0642,0.98,Very High Vulnerability,0.99,Very High Concern,1915,1
Knox,6.8322981366,1.0,27.15178,14.0,28.6,,174,17.827868852,490,13.3,39.368795812,179.05103,559:1,45558,61.096605744,3351,50.402864816,100.0,2023,,,0.0,27.5,48.5,0.0,,0.1278,0.1901,0.086,0.8,High Vulnerability,0.93,Very High Concern,559,1
